;ADVANTEST CORP;AJINOMOTO CO;ALL NIPPON AIRWAYS Y50;ASAHI BANK;ASAHI BREWERIES;ASAHI CHEMICAL IND CO;ASAHI GLASS CO;BANK TOKYO-MITSUBISHI;BRIDGESTONE CORP;CANON INC;CASIO COMPUTER CO;CITIZEN WATCH CO;DAI NIPPON PRINTING CO;DAI-ICHI KANGYO BANK Y50;DAIWA SECURITIES GROUP;DENSO CORP;FANUC;FUJI BANK;FUJI PHOTO FILM CO;FUJITSU;HITACHI;HONDA MOTOR CO;INDUSTRIAL BANK OF JAPAN;ITO-YOKADO CO;JAPAN AIRCRAFT MFG CO;JUSCO CO;KANSAI ELECTRIC POWER CO;KAO CORP;KAWASAKI STEEL CORP;KIRIN BREWERY CO;KOMATSU;KYOCERA CORP
2846448000000;320,6;1364,1;1829,5;479;851;604,3;481;741,5;356;508;1005;493,5;739;944,5;958,5;1086,5;3326;859,7;1026,5;1070,5;586;194;1578;1592,5;109,2;432,5;953,5;1150,5;790,5;729,96;235;1146,708
2846534400000;320,45;1364,1;1829,4;478,4;849,8;603,7;480;741,2;355,2;506,6;1004,8;493,2;738;944;958;1086,4;3324,8;859,5;1026,3;1070,2;585,2;193,2;1577,6;1591,6;109,2;432,4;953,2;1149,6;790;729,77;234,775;1145,831
2846620800000;320,3;1357,6;1829,3;477,8;848,6;603,1;479;740,9;354,4;505,2;1004,6;492,9;737;943,5;957,5;1086,3;3323,6;859,3;1026,1;1069,9;584,4;192,4;1577,2;1590,7;109,2;432,3;952,9;1148,7;789,5;729,58;234,55;1144,954
2846707200000;320,15;1357,6;1829,2;477,2;847,4;602,5;478;740,6;353,6;503,8;1004,4;492,6;736;943;957;1086,2;3322,4;859,1;1025,9;1069,6;583,6;191,6;1576,8;1589,8;109,2;432,2;952,6;1147,8;789;729,39;234,325;1144,077
2846966400000;320;1305,4;1829,1;476,6;846,2;601,9;477;740,3;352,8;502,4;1004,2;492,3;735;942,5;956,5;1086,1;3321,2;858,9;1025,7;1069,3;582,8;190,8;1576,4;1588,9;109,2;432,1;952,3;1146,9;788,5;729,2;234,1;1143,2
2847052800000;319,85;1259,7;1829;476;845;601,3;476;740;352;501;1004;492;734;942;956;1086;3320;858,7;1025,5;1069;582;190;1576;1588;109,2;432;952;1146;788;729,01;233,875;1142,323
2847139200000;319,7;1259,7;1828,9;475,4;843,8;600,7;475;739,7;351,2;499,6;1003,8;491,7;733;941,5;955,5;1085,9;3318,8;858,5;1025,3;1068,7;581,2;189,2;1575,6;1587,1;109,2;431,9;951,7;1145,1;787,5;728,82;233,65;1141,446
2847225600000;319,55;1253,1;1828,8;474,8;842,6;600,1;474;739,4;350,4;498,2;1003,6;491,4;732;941;955;1085,8;3317,6;858,3;1025,1;1068,4;580,4;188,4;1575,2;1586,2;109,2;431,8;951,4;1144,2;787;728,63;233,425;1140,569
2847312000000;319,4;1305,4;1828,7;474,2;841,4;599,5;473;739,1;349,6;496,8;1003,4;491,1;731;940,5;954,5;1085,7;3316,4;858,1;1024,9;1068,1;579,6;187,6;1574,8;1585,3;109,2;431,7;951,1;1143,3;786,5;728,44;233,2;1139,692
2847571200000;319,25;1338;1828,6;473,6;840,2;598,9;472;738,8;348,8;495,4;1003,2;490,8;730;940;954;1085,6;3315,2;857,9;1024,7;1067,8;578,8;186,8;1574,4;1584,4;109,2;431,6;950,8;1142,4;786;728,25;232,975;1138,815
2847657600000;319,1;1380,4;1828,5;473;839;598,3;471;738,5;348;494;1003;490,5;729;939,5;953,5;1085,5;3314;857,7;1024,5;1067,5;578;186;1574;1583,5;109,2;431,5;950,5;1141,5;785,5;728,06;232,75;1137,938
2847744000000;318,95;1321,5;1828,4;472,4;837,8;597,7;470;738,2;347,2;492,6;1002,8;490,2;728;939;953;1085,4;3312,8;857,5;1024,3;1067,2;577,2;185,2;1573,6;1582,6;109,2;431,4;950,2;1140,6;785;727,87;232,525;1137,061
2847830400000;318,8;1321,5;1828,3;471,8;836,6;597,1;469;737,9;346,4;491,2;1002,6;489,9;727;938,5;952,5;1085,3;3311,6;857,3;1024,1;1066,9;576,4;184,4;1573,2;1581,7;109,2;431,3;949,9;1139,7;784,5;727,68;232,3;1136,184
2847916800000;318,65;1243;1828,2;471,2;835,4;596,5;468;737,6;345,6;489,8;1002,4;489,6;726;938;952;1085,2;3310,4;857,1;1023,9;1066,6;575,6;183,6;1572,8;1580,8;109,2;431,2;949,6;1138,8;784;727,49;232,075;1135,307
2848176000000;318,5;1203,8;1828,1;470,6;834,2;595,9;467;737,3;344,8;488,4;1002,2;489,3;725;937,5;951,5;1085,1;3309,2;856,9;1023,7;1066,3;574,8;182,8;1572,4;1579,9;109,2;431,1;949,3;1137,9;783,5;727,3;231,85;1134,43
2848262400000;318,35;1269,2;1828;470;833;595,3;466;737;344;487;1002;489;724;937;951;1085;3308;856,7;1023,5;1066;574;182;1572;1579;109,2;431;949;1137;783;727,11;231,625;1133,553
2848348800000;318,2;1282,3;1827,9;469,4;831,8;594,7;465;736,7;343,2;485,6;1001,8;488,7;723;936,5;950,5;1084,9;3306,8;856,5;1023,3;1065,7;573,2;181,2;1571,6;1578,1;109,2;430,9;948,7;1136,1;782,5;726,92;231,4;1132,676
2848435200000;318,05;1236,5;1827,8;468,8;830,6;594,1;464;736,4;342,4;484,2;1001,6;488,4;722;936;950;1084,8;3305,6;856,3;1023,1;1065,4;572,4;180,4;1571,2;1577,2;109,2;430,8;948,4;1135,2;782;726,73;231,175;1131,799
2848521600000;317,9;1328,1;1827,7;468,2;829,4;593,5;463;736,1;341,6;482,8;1001,4;488,1;721;935,5;949,5;1084,7;3304,4;856,1;1022,9;1065,1;571,6;179,6;1570,8;1576,3;109,2;430,7;948,1;1134,3;781,5;726,54;230,95;1130,922
2848780800000;317,75;1387;1827,6;467,6;828,2;592,9;462;735,8;340,8;481,4;1001,2;487,8;720;935;949;1084,6;3303,2;855,9;1022,7;1064,8;570,8;178,8;1570,4;1575,4;109,2;430,6;947,8;1133,4;781;726,35;230,725;1130,045
2848867200000;317,6;1321,5;1827,5;467;827;592,3;461;735,5;340;480;1001;487,5;719;934,5;948,5;1084,5;3302;855,7;1022,5;1064,5;570;178;1570;1574,5;109,2;430,5;947,5;1132,5;780,5;726,16;230,5;1129,168
2848953600000;317,45;1341,2;1827,4;466,4;825,8;591,7;460;735,2;339,2;478,6;1000,8;487,2;718;934;948;1084,4;3300,8;855,5;1022,3;1064,2;569,2;177,2;1569,6;1573,6;109,2;430,4;947,2;1131,6;780;725,97;230,275;1128,291
2849040000000;317,3;1373,9;1827,3;465,8;824,6;591,1;459;734,9;338,4;477,2;1000,6;486,9;717;933,5;947,5;1084,3;3299,6;855,3;1022,1;1063,9;568,4;176,4;1569,2;1572,7;109,2;430,3;946,9;1130,7;779,5;725,78;230,05;1127,414
2849126400000;317,15;1360,8;1827,2;465,2;823,4;590,5;458;734,6;337,6;475,8;1000,4;486,6;716;933;947;1084,2;3298,4;855,1;1021,9;1063,6;567,6;175,6;1568,8;1571,8;109,2;430,2;946,6;1129,8;779;725,59;229,825;1126,537
2849385600000;317;1328,1;1827,1;464,6;822,2;589,9;457;734,3;336,8;474,4;1000,2;486,3;715;932,5;946,5;1084,1;3297,2;854,9;1021,7;1063,3;566,8;174,8;1568,4;1570,9;109,2;430,1;946,3;1128,9;778,5;725,4;229,6;1125,66
2849472000000;316,85;1328,1;1827;464;821;589,3;456;734;336;473;1000;486;714;932;946;1084;3296;854,7;1021,5;1063;566;174;1568;1570;109,2;430;946;1128;778;725,21;229,375;1124,783
2849558400000;316,7;1393,5;1826,9;463,4;819,8;588,7;455;733,7;335,2;471,6;999,8;485,7;713;931,5;945,5;1083,9;3294,8;854,5;1021,3;1062,7;565,2;173,2;1567,6;1569,1;109,2;429,9;945,7;1127,1;777,5;725,02;229,15;1123,906
2849644800000;316,55;1393,5;1826,8;462,8;818,6;588,1;454;733,4;334,4;470,2;999,6;485,4;712;931;945;1083,8;3293,6;854,3;1021,1;1062,4;564,4;172,4;1567,2;1568,2;109,2;429,8;945,4;1126,2;777;724,83;228,925;1123,029
2849731200000;316,4;1400;1826,7;462,2;817,4;587,5;453;733,1;333,6;468,8;999,4;485,1;711;930,5;944,5;1083,7;3292,4;854,1;1020,9;1062,1;563,6;171,6;1566,8;1567,3;109,2;429,7;945,1;1125,3;776,5;724,64;228,7;1122,152
2849990400000;316,25;1400;1826,6;461,6;816,2;586,9;452;732,8;332,8;467,4;999,2;484,8;710;930;944;1083,6;3291,2;853,9;1020,7;1061,8;562,8;170,8;1566,4;1566,4;109,2;429,6;944,8;1124,4;776;724,45;228,475;1121,275
2850076800000;316,1;1380,4;1826,5;461;815;586,3;451;732,5;332;466;999;484,5;709;929,5;943,5;1083,5;3290;853,7;1020,5;1061,5;562;170;1566;1565,5;109,2;429,5;944,5;1123,5;775,5;724,26;228,25;1120,398
2850163200000;315,95;1393,5;1826,4;460,4;813,8;585,7;450;732,2;331,2;464,6;998,8;484,2;708;929;943;1083,4;3288,8;853,5;1020,3;1061,2;561,2;169,2;1565,6;1564,6;109,2;429,4;944,2;1122,6;775;724,07;228,025;1119,521
2850249600000;315,8;1387;1826,3;459,8;812,6;585,1;449;731,9;330,4;463,2;998,6;483,9;707;928,5;942,5;1083,3;3287,6;853,3;1020,1;1060,9;560,4;168,4;1565,2;1563,7;109,2;429,3;943,9;1121,7;774,5;723,88;227,8;1118,644
2850336000000;315,65;1334,6;1826,2;459,2;811,4;584,5;448;731,6;329,6;461,8;998,4;483,6;706;928;942;1083,2;3286,4;853,1;1019,9;1060,6;559,6;167,6;1564,8;1562,8;109,2;429,2;943,6;1120,8;774;723,69;227,575;1117,767
2850595200000;315,5;1334,6;1826,1;458,6;810,2;583,9;447;731,3;328,8;460,4;998,2;483,3;705;927,5;941,5;1083,1;3285,2;852,9;1019,7;1060,3;558,8;166,8;1564,4;1561,9;109,2;429,1;943,3;1119,9;773,5;723,5;227,35;1116,89
2850681600000;315,35;1334,6;1826;458;809;583,3;446;731;328;459;998;483;704;927;941;1083;3284;852,7;1019,5;1060;558;166;1564;1561;109,2;429;943;1119;773;723,31;227,125;1116,013
2850768000000;315,2;1328,1;1825,9;457,4;807,8;582,7;445;730,7;327,2;457,6;997,8;482,7;703;926,5;940,5;1082,9;3282,8;852,5;1019,3;1059,7;557,2;165,2;1563,6;1560,1;109,2;428,9;942,7;1118,1;772,5;723,12;226,9;1115,136
2850854400000;315,05;1328,1;1825,8;456,8;806,6;582,1;444;730,4;326,4;456,2;997,6;482,4;702;926;940;1082,8;3281,6;852,3;1019,1;1059,4;556,4;164,4;1563,2;1559,2;109,2;428,8;942,4;1117,2;772;722,93;226,675;1114,259
2850940800000;314,9;1328,1;1825,7;456,2;805,4;581,5;443;730,1;325,6;454,8;997,4;482,1;701;925,5;939,5;1082,7;3280,4;852,1;1018,9;1059,1;555,6;163,6;1562,8;1558,3;109,2;428,7;942,1;1116,3;771,5;722,74;226,45;1113,382
2851200000000;314,75;1360,8;1825,6;455,6;804,2;580,9;442;729,8;324,8;453,4;997,2;481,8;700;925;939;1082,6;3279,2;851,9;1018,7;1058,8;554,8;162,8;1562,4;1557,4;109,2;428,6;941,8;1115,4;771;722,55;226,225;1112,505
2851286400000;314,6;1360,8;1825,5;455;803;580,3;441;729,5;324;452;997;481,5;699;924,5;938,5;1082,5;3278;851,7;1018,5;1058,5;554;162;1562;1556,5;109,2;428,5;941,5;1114,5;770,5;722,36;226;1111,628
2851372800000;314,45;1347,7;1825,4;454,4;801,8;579,7;440;729,2;323,2;450,6;996,8;481,2;698;924;938;1082,4;3276,8;851,5;1018,3;1058,2;553,2;161,2;1561,6;1555,6;109,2;428,4;941,2;1113,6;770;722,17;225,775;1110,751
2851459200000;314,3;1334,6;1825,3;453,8;800,6;579,1;439;728,9;322,4;449,2;996,6;480,9;697;923,5;937,5;1082,3;3275,6;851,3;1018,1;1057,9;552,4;160,4;1561,2;1554,7;109,2;428,3;940,9;1112,7;769,5;721,98;225,55;1109,874
2851545600000;314,15;1413,1;1825,2;453,2;799,4;578,5;438;728,6;321,6;447,8;996,4;480,6;696;923;937;1082,2;3274,4;851,1;1017,9;1057,6;551,6;159,6;1560,8;1553,8;109,2;428,2;940,6;1111,8;769;721,79;225,325;1108,997
2851804800000;314;1419,7;1825,1;452,6;798,2;577,9;437;728,3;320,8;446,4;996,2;480,3;695;922,5;936,5;1082,1;3273,2;850,9;1017,7;1057,3;550,8;158,8;1560,4;1552,9;109,2;428,1;940,3;1110,9;768,5;721,6;225,1;1108,12
2851891200000;313,85;1393,5;1825;452;797;577,3;436;728;320;445;996;480;694;922;936;1082;3272;850,7;1017,5;1057;550;158;1560;1552;109,2;428;940;1110;768;721,41;224,875;1107,243
2851977600000;313,7;1406,6;1824,9;451,4;795,8;576,7;435;727,7;319,2;443,6;995,8;479,7;693;921,5;935,5;1081,9;3270,8;850,5;1017,3;1056,7;549,2;157,2;1559,6;1551,1;109,2;427,9;939,7;1109,1;767,5;721,22;224,65;1106,366
2852064000000;313,55;1380,4;1824,8;450,8;794,6;576,1;434;727,4;318,4;442,2;995,6;479,4;692;921;935;1081,8;3269,6;850,3;1017,1;1056,4;548,4;156,4;1559,2;1550,2;109,2;427,8;939,4;1108,2;767;721,03;224,425;1105,489
2852150400000;313,4;1373,9;1824,7;450,2;793,4;575,5;433;727,1;317,6;440,8;995,4;479,1;691;920,5;934,5;1081,7;3268,4;850,1;1016,9;1056,1;547,6;155,6;1558,8;1549,3;109,2;427,7;939,1;1107,3;766,5;720,84;224,2;1104,612
2852409600000;313,25;1387;1824,6;449,6;792,2;574,9;432;726,8;316,8;439,4;995,2;478,8;690;920;934;1081,6;3267,2;849,9;1016,7;1055,8;546,8;154,8;1558,4;1548,4;109,2;427,6;938,8;1106,4;766;720,65;223,975;1103,735
2852496000000;313,1;1380,4;1824,5;449;791;574,3;431;726,5;316;438;995;478,5;689;919,5;933,5;1081,5;3266;849,7;1016,5;1055,5;546;154;1558;1547,5;109,2;427,5;938,5;1105,5;765,5;720,46;223,75;1102,858
2852582400000;312,95;1360,8;1824,4;448,4;789,8;573,7;430;726,2;315,2;436,6;994,8;478,2;688;919;933;1081,4;3264,8;849,5;1016,3;1055,2;545,2;153,2;1557,6;1546,6;109,2;427,4;938,2;1104,6;765;720,27;223,525;1101,981
2852668800000;312,8;1367,3;1824,3;447,8;788,6;573,1;429;725,9;314,4;435,2;994,6;477,9;687;918,5;932,5;1081,3;3263,6;849,3;1016,1;1054,9;544,4;152,4;1557,2;1545,7;109,2;427,3;937,9;1103,7;764,5;720,08;223,3;1101,104
2852755200000;312,65;1373,9;1824,2;447,2;787,4;572,5;428;725,6;313,6;433,8;994,4;477,6;686;918;932;1081,2;3262,4;849,1;1015,9;1054,6;543,6;151,6;1556,8;1544,8;109,2;427,2;937,6;1102,8;764;719,89;223,075;1100,227
2853014400000;312,5;1380,4;1824,1;446,6;786,2;571,9;427;725,3;312,8;432,4;994,2;477,3;685;917,5;931,5;1081,1;3261,2;848,9;1015,7;1054,3;542,8;150,8;1556,4;1543,9;109,2;427,1;937,3;1101,9;763,5;719,7;222,85;1099,35
2853100800000;312,35;1367,3;1824;446;785;571,3;426;725;312;431;994;477;684;917;931;1081;3260;848,7;1015,5;1054;542;150;1556;1543;109,2;427;937;1101;763;719,51;222,625;1098,473
2853187200000;312,2;1360,8;1823,9;445,4;783,8;570,7;425;724,7;311,2;429,6;993,8;476,7;683;916,5;930,5;1080,9;3258,8;848,5;1015,3;1053,7;541,2;149,2;1555,6;1542,1;109,2;426,9;936,7;1100,1;762,5;719,32;222,4;1097,596
2853273600000;312,05;1387;1823,8;444,8;782,6;570,1;424;724,4;310,4;428,2;993,6;476,4;682;916;930;1080,8;3257,6;848,3;1015,1;1053,4;540,4;148,4;1555,2;1541,2;109,2;426,8;936,4;1099,2;762;719,13;222,175;1096,719
2853360000000;311,9;1380,4;1823,7;444,2;781,4;569,5;423;724,1;309,6;426,8;993,4;476,1;681;915,5;929,5;1080,7;3256,4;848,1;1014,9;1053,1;539,6;147,6;1554,8;1540,3;109,2;426,7;936,1;1098,3;761,5;718,94;221,95;1095,842
2853619200000;311,75;1367,3;1823,6;443,6;780,2;568,9;422;723,8;308,8;425,4;993,2;475,8;680;915;929;1080,6;3255,2;847,9;1014,7;1052,8;538,8;146,8;1554,4;1539,4;109,2;426,6;935,8;1097,4;761;718,75;221,725;1094,965
2853705600000;311,6;1354,3;1823,5;443;779;568,3;421;723,5;308;424;993;475,5;679;914,5;928,5;1080,5;3254;847,7;1014,5;1052,5;538;146;1554;1538,5;109,2;426,5;935,5;1096,5;760,5;718,56;221,5;1094,088
2853792000000;311,45;1341,2;1823,4;442,4;777,8;567,7;420;723,2;307,2;422,6;992,8;475,2;678;914;928;1080,4;3252,8;847,5;1014,3;1052,2;537,2;145,2;1553,6;1537,6;109,2;426,4;935,2;1095,6;760;718,37;221,275;1093,211
2853878400000;311,3;1341,2;1823,3;441,8;776,6;567,1;419;722,9;306,4;421,2;992,6;474,9;677;913,5;927,5;1080,3;3251,6;847,3;1014,1;1051,9;536,4;144,4;1553,2;1536,7;109,2;426,3;934,9;1094,7;759,5;718,18;221,05;1092,334
2853964800000;311,15;1347,7;1823,2;441,2;775,4;566,5;418;722,6;305,6;419,8;992,4;474,6;676;913;927;1080,2;3250,4;847,1;1013,9;1051,6;535,6;143,6;1552,8;1535,8;109,2;426,2;934,6;1093,8;759;717,99;220,825;1091,457
2854224000000;311;1360,8;1823,1;440,6;774,2;565,9;417;722,3;304,8;418,4;992,2;474,3;675;912,5;926,5;1080,1;3249,2;846,9;1013,7;1051,3;534,8;142,8;1552,4;1534,9;109,2;426,1;934,3;1092,9;758,5;717,8;220,6;1090,58
2854310400000;310,85;1347,7;1823;440;773;565,3;416;722;304;417;992;474;674;912;926;1080;3248;846,7;1013,5;1051;534;142;1552;1534;109,2;426;934;1092;758;717,61;220,375;1089,703
2854396800000;310,7;1354,3;1822,9;439,4;771,8;564,7;415;721,7;303,2;415,6;991,8;473,7;673;911,5;925,5;1079,9;3246,8;846,5;1013,3;1050,7;533,2;141,2;1551,6;1533,1;109,2;425,9;933,7;1091,1;757,5;717,42;220,15;1088,826
2854483200000;310,55;1360,8;1822,8;438,8;770,6;564,1;414;721,4;302,4;414,2;991,6;473,4;672;911;925;1079,8;3245,6;846,3;1013,1;1050,4;532,4;140,4;1551,2;1532,2;109,2;425,8;933,4;1090,2;757;717,23;219,925;1087,949
2854569600000;310,4;1367,3;1822,7;438,2;769,4;563,5;413;721,1;301,6;412,8;991,4;473,1;671;910,5;924,5;1079,7;3244,4;846,1;1012,9;1050,1;531,6;139,6;1550,8;1531,3;109,2;425,7;933,1;1089,3;756,5;717,04;219,7;1087,072
2854828800000;310,25;1380,4;1822,6;437,6;768,2;562,9;412;720,8;300,8;411,4;991,2;472,8;670;910;924;1079,6;3243,2;845,9;1012,7;1049,8;530,8;138,8;1550,4;1530,4;109,2;425,6;932,8;1088,4;756;716,85;219,475;1086,195
2854915200000;310,1;1347,7;1822,5;437;767;562,3;411;720,5;300;410;991;472,5;669;909,5;923,5;1079,5;3242;845,7;1012,5;1049,5;530;138;1550;1529,5;109,2;425,5;932,5;1087,5;755,5;716,66;219,25;1085,318
2855001600000;309,95;1341,2;1822,4;436,4;765,8;561,7;410;720,2;299,2;408,6;990,8;472,2;668;909;923;1079,4;3240,8;845,5;1012,3;1049,2;529,2;137,2;1549,6;1528,6;109,2;425,4;932,2;1086,6;755;716,47;219,025;1084,441
2855088000000;309,8;1334,6;1822,3;435,8;764,6;561,1;409;719,9;298,4;407,2;990,6;471,9;667;908,5;922,5;1079,3;3239,6;845,3;1012,1;1048,9;528,4;136,4;1549,2;1527,7;109,2;425,3;931,9;1085,7;754,5;716,28;218,8;1083,564
2855174400000;309,65;1354,3;1822,2;435,2;763,4;560,5;408;719,6;297,6;405,8;990,4;471,6;666;908;922;1079,2;3238,4;845,1;1011,9;1048,6;527,6;135,6;1548,8;1526,8;109,2;425,2;931,6;1084,8;754;716,09;218,575;1082,687
2855433600000;309,5;1328,1;1822,1;434,6;762,2;559,9;407;719,3;296,8;404,4;990,2;471,3;665;907,5;921,5;1079,1;3237,2;844,9;1011,7;1048,3;526,8;134,8;1548,4;1525,9;109,2;425,1;931,3;1083,9;753,5;715,9;218,35;1081,81
2855520000000;309,35;1347,7;1822;434;761;559,3;406;719;296;403;990;471;664;907;921;1079;3236;844,7;1011,5;1048;526;134;1548;1525;109,2;425;931;1083;753;715,71;218,125;1080,933
2855606400000;309,2;1334,6;1821,9;433,4;759,8;558,7;405;718,7;295,2;401,6;989,8;470,7;663;906,5;920,5;1078,9;3234,8;844,5;1011,3;1047,7;525,2;133,2;1547,6;1524,1;109,2;424,9;930,7;1082,1;752,5;715,52;217,9;1080,056
2855692800000;309,05;1341,2;1821,8;432,8;758,6;558,1;404;718,4;294,4;400,2;989,6;470,4;662;906;920;1078,8;3233,6;844,3;1011,1;1047,4;524,4;132,4;1547,2;1523,2;109,2;424,8;930,4;1081,2;752;715,33;217,675;1079,179
2855779200000;308,9;1341,2;1821,7;432,2;757,4;557,5;403;718,1;293,6;398,8;989,4;470,1;661;905,5;919,5;1078,7;3232,4;844,1;1010,9;1047,1;523,6;131,6;1546,8;1522,3;109,2;424,7;930,1;1080,3;751,5;715,14;217,45;1078,302
2856038400000;308,75;1341,2;1821,6;431,6;756,2;556,9;402;717,8;292,8;397,4;989,2;469,8;660;905;919;1078,6;3231,2;843,9;1010,7;1046,8;522,8;130,8;1546,4;1521,4;109,2;424,6;929,8;1079,4;751;714,95;217,225;1077,425
2856124800000;308,6;1328,1;1821,5;431;755;556,3;401;717,5;292;396;989;469,5;659;904,5;918,5;1078,5;3230;843,7;1010,5;1046,5;522;130;1546;1520,5;109,2;424,5;929,5;1078,5;750,5;714,76;217;1076,548
2856211200000;308,45;1328,1;1821,4;430,4;753,8;555,7;400;717,2;291,2;394,6;988,8;469,2;658;904;918;1078,4;3228,8;843,5;1010,3;1046,2;521,2;129,2;1545,6;1519,6;109,2;424,4;929,2;1077,6;750;714,57;216,775;1075,671
2856297600000;308,3;1308,5;1821,3;429,8;752,6;555,1;399;716,9;290,4;393,2;988,6;468,9;657;903,5;917,5;1078,3;3227,6;843,3;1010,1;1045,9;520,4;128,4;1545,2;1518,7;109,2;424,3;928,9;1076,7;749,5;714,38;216,55;1074,794
2856384000000;308,15;1315;1821,2;429,2;751,4;554,5;398;716,6;289,6;391,8;988,4;468,6;656;903;917;1078,2;3226,4;843,1;1009,9;1045,6;519,6;127,6;1544,8;1517,8;109,2;424,2;928,6;1075,8;749;714,19;216,325;1073,917
2856643200000;308;1321,5;1821,1;428,6;750,2;553,9;397;716,3;288,8;390,4;988,2;468,3;655;902,5;916,5;1078,1;3225,2;842,9;1009,7;1045,3;518,8;126,8;1544,4;1516,9;109,2;424,1;928,3;1074,9;748,5;714;216,1;1073,04
2856729600000;307,85;1301,9;1821;428;749;553,3;396;716;288;389;988;468;654;902;916;1078;3224;842,7;1009,5;1045;518;126;1544;1516;109,2;424;928;1074;748;713,81;215,875;1072,163
2856816000000;307,7;1328,1;1820,9;427,4;747,8;552,7;395;715,7;287,2;387,6;987,8;467,7;653;901,5;915,5;1077,9;3222,8;842,5;1009,3;1044,7;517,2;125,2;1543,6;1515,1;109,2;423,9;927,7;1073,1;747,5;713,62;215,65;1071,286
2856902400000;307,55;1321,5;1820,8;426,8;746,6;552,1;394;715,4;286,4;386,2;987,6;467,4;652;901;915;1077,8;3221,6;842,3;1009,1;1044,4;516,4;124,4;1543,2;1514,2;109,2;423,8;927,4;1072,2;747;713,43;215,425;1070,409
2856988800000;307,4;1308,5;1820,7;426,2;745,4;551,5;393;715,1;285,6;384,8;987,4;467,1;651;900,5;914,5;1077,7;3220,4;842,1;1008,9;1044,1;515,6;123,6;1542,8;1513,3;109,2;423,7;927,1;1071,3;746,5;713,24;215,2;1069,532
2857248000000;307,25;1321,5;1820,6;425,6;744,2;550,9;392;714,8;284,8;383,4;987,2;466,8;650;900;914;1077,6;3219,2;841,9;1008,7;1043,8;514,8;122,8;1542,4;1512,4;109,2;423,6;926,8;1070,4;746;713,05;214,975;1068,655
2857334400000;307,1;1315;1820,5;425;743;550,3;391;714,5;284;382;987;466,5;649;899,5;913,5;1077,5;3218;841,7;1008,5;1043,5;514;122;1542;1511,5;109,2;423,5;926,5;1069,5;745,5;712,86;214,75;1067,778
2857420800000;306,95;1321,5;1820,4;424,4;741,8;549,7;390;714,2;283,2;380,6;986,8;466,2;648;899;913;1077,4;3216,8;841,5;1008,3;1043,2;513,2;121,2;1541,6;1510,6;109,2;423,4;926,2;1068,6;745;712,67;214,525;1066,901
2857507200000;306,8;1583,2;1820,3;423,8;740,6;549,1;389;713,9;282,4;379,2;986,6;465,9;647;898,5;912,5;1077,3;3215,6;841,3;1008,1;1042,9;512,4;120,4;1541,2;1509,7;109,2;423,3;925,9;1067,7;744,5;712,48;214,3;1066,024
2857593600000;306,65;1609,4;1820,2;423,2;739,4;548,5;388;713,6;281,6;377,8;986,4;465,6;646;898;912;1077,2;3214,4;841,1;1007,9;1042,6;511,6;119,6;1540,8;1508,8;109,2;423,2;925,6;1066,8;744;712,29;214,075;1065,147
2857852800000;306,5;1570,1;1820,1;422,6;738,2;547,9;387;713,3;280,8;376,4;986,2;465,3;645;897,5;911,5;1077,1;3213,2;840,9;1007,7;1042,3;510,8;118,8;1540,4;1507,9;109,2;423,1;925,3;1065,9;743,5;712,1;213,85;1064,27
2857939200000;306,35;1498,2;1820;422;737;547,3;386;713;280;375;986;465;644;897;911;1077;3212;840,7;1007,5;1042;510;118;1540;1507;109,2;423;925;1065;743;711,91;213,625;1063,393
2858025600000;306,2;1504,7;1819,9;421,4;735,8;546,7;385;712,7;279,2;373,6;985,8;464,7;643;896,5;910,5;1076,9;3210,8;840,5;1007,3;1041,7;509,2;117,2;1539,6;1506,1;109,2;422,9;924,7;1064,1;742,5;711,72;213,4;1062,516
2858112000000;306,05;1426,2;1819,8;420,8;734,6;546,1;384;712,4;278,4;372,2;985,6;464,4;642;896;910;1076,8;3209,6;840,3;1007,1;1041,4;508,4;116,4;1539,2;1505,2;109,2;422,8;924,4;1063,2;742;711,53;213,175;1061,639
2858198400000;305,9;1419,7;1819,7;420,2;733,4;545,5;383;712,1;277,6;370,8;985,4;464,1;641;895,5;909,5;1076,7;3208,4;840,1;1006,9;1041,1;507,6;115,6;1538,8;1504,3;109,2;422,7;924,1;1062,3;741,5;711,34;212,95;1060,762
2858457600000;305,75;1426,2;1819,6;419,6;732,2;544,9;382;711,8;276,8;369,4;985,2;463,8;640;895;909;1076,6;3207,2;839,9;1006,7;1040,8;506,8;114,8;1538,4;1503,4;109,2;422,6;923,8;1061,4;741;711,15;212,725;1059,885
2858544000000;305,6;1426,2;1819,5;419;731;544,3;381;711,5;276;368;985;463,5;639;894,5;908,5;1076,5;3206;839,7;1006,5;1040,5;506;114;1538;1502,5;109,2;422,5;923,5;1060,5;740,5;710,96;212,5;1059,008
2858630400000;305,45;1387;1819,4;418,4;729,8;543,7;380;711,2;275,2;366,6;984,8;463,2;638;894;908;1076,4;3204,8;839,5;1006,3;1040,2;505,2;113,2;1537,6;1501,6;109,2;422,4;923,2;1059,6;740;710,77;212,275;1058,131
2858716800000;305,3;1387;1819,3;417,8;728,6;543,1;379;710,9;274,4;365,2;984,6;462,9;637;893,5;907,5;1076,3;3203,6;839,3;1006,1;1039,9;504,4;112,4;1537,2;1500,7;109,2;422,3;922,9;1058,7;739,5;710,58;212,05;1057,254
